user_name,user_location,user_description,user_verified,date,text,hashtags,source
First Amendment and Boobs,Rationalia,"Progressive leftist. Armchair scientist. Hand hygiene, ventilation, HEPA, N95s for vulnerable. Non-N95 masks and SD placebo against aerosol. apache/helicopter",False,2021-08-17 03:16:06,@drklausner @lapublichealth @MikeBoninLA @ericgarcetti I fear that vaccine passport schemes for indoor businesses will have unintended consequences worse than the benefits.,,Twitter Web App
Dawn McMullan,"Dallas, Texas","Freelance writer/editor, senior editor @INMAorg. Mother of 2 young men taller than me. Obsessed with Africa, politics, the Indigo Girls.",False,2021-08-17 03:14:25,"I have had a “vaccine passport” since my first trip to the DRC in 2015, as certain vaccines are required to get on the continent to protect its citizens. This is not new. Just politicized. #GetVaccinated https://t.co/6EpeFQCuOC",,Twitter for iPhone
Trevwat16,,,False,2021-08-17 03:09:14,@NewsForAllUK Are there mask or vaccine passport mandates in Afghanistan? I see no masks,,Twitter for Android
AkaTheSob ™️🍀,Fly Over America.,,False,2021-08-17 03:08:59,France sees fifth weekend of protests against Macron Covid pass https://t.co/IsSUmnuFYS via @FRANCE24,,Twitter Web App
Cryptowelie,,"Don't be a towel, buy $BTC",False,2021-08-17 03:06:59,"@911_please_hold until you need vaccine passport to vote in person......heard it here first.
my predictions have been quite accurate",,Twitter Web App
LeenieBean,"New Jersey, USA",,False,2021-08-17 03:06:24,"@AddenaAmie @suebeeak @flinderdude @JasonSCampbell Fox Corporation, the right-wing talk channel's parent company, has quietly implemented the concept of a vaccine passport as workers slowly return back to the company's offices. Yet Fox personalities berate all other American companies that might consider a vaccine mandate.",,Twitter for iPhone
Azul,,,False,2021-08-17 03:06:14,https://t.co/ZLk2U04hRz. NY Supreme Court Sides With ml Project Veritas; New Yorker Organizes Protest of Vaccine.Pass | NTD News,,Twitter for Android
GeeTee,,,False,2021-08-17 03:05:32,@NYCMayor @uhhmuseum So you might get 7 years in jail for a fake Covid vaccine pass but you shot someone you might get 2 years?,,Twitter for iPhone
Abolitionist Entertainment LLC🔮,,,False,2021-08-17 03:05:26,How does this work with a vaccine passport system? https://t.co/j77BPqNx2x,,Twitter for iPhone
Jonathan Cast #AJAA #Resist,Texas,I see things besides race,False,2021-08-17 03:03:51,A lot of people are going to be very surprised when they make a vaccine passport a requirement to go to the grocery store *without* instituting a cashless society,,Twitter Web App
grub1232💧,,"A broken Land is a broken Man, a broken Man is a broken House is a broken Woman, is a broken Child, learn or repeat",False,2021-08-17 03:01:20,@imprettybitter @MicheleScheffl1 Is he ganna put a vaccine passport rule on Parliament House?,,Twitter Web App
David Shane,USA,Let honesty in all things be our first concern.  Opinions are my own!,False,2021-08-17 03:00:57,"Hey vaccine passport people - do you really want that to be the system FOREVER, making sure you've gotten your yearly COVID booster (and, without a doubt, whatever new shots would be regularly added to the system). https://t.co/9Pky6s4h48",,TweetDeck
ANews,"Istanbul, Turkey","Perspectives change, truth remains; discover the truth for justice.
Whatsapp: +90 505 199 10 00 | https://t.co/wgoKfje4fJ | https://t.co/hdhijP9jKK | https://t.co/S2nQnoVAtf",False,2021-08-17 03:00:21,"Shopping malls in Paris and large parts of France had to ask customers to show a health pass on Monday, as the government increased pressure on people to get vaccinated against COVID-19. https://t.co/k4mjMp3ppP",,ANews Twitter
Sydney Law School,"Sydney, Australia","Established in 1855, Sydney Law School is an international pioneer in legal education. CRICOS#: 00026A
#inspiringlegalminds",True,2021-08-17 03:00:03,"#SydneyLawSchool's Prof Anne Twomey, #constitutionallaw expert, speaks to @westaustralian about #WAPremier Mark McGowan's introduction of a #vaccinepassport for interstate travel.
https://t.co/TmOC6Ji7ml","['SydneyLawSchool', 'constitutionallaw', 'WAPremier']",Hootsuite Inc.
Ferdinand,Hong Kong,,False,2021-08-17 02:59:49,"@tripperhead Did they announce any incentives for getting the remaining 50% vaccinated? If they really try to pursue 0 covid so aggressively, I'd expect that they at least introduce a vaccine passport. Where is the expert advice on that?",,Twitter for Android
Erwan Le Corre,"New Mexico Mountains, USA",US national static breathhold record holder. Founder of @MovNat & @NaturalMovement. Breathwork & breathholding expert. Husband & father of 3. Opinions my own.,True,2021-08-17 02:59:31,"Anti vaccine passport (remember when not so long ago that was an ABSURD “conspiracy theory?”) in Switzerland. You know that small neutral, peaceful, super clean and organized country when everyone is a good citizen?

Well they’re in the streets too!

WHAT DOES THAT SAY?

#wakeup https://t.co/LMbKq3B1rk",,Twitter for iPhone
PLC,Washington,No one special,False,2021-08-17 02:57:20,"So, your vaccine passport will be need to be renewed every 8 months?  Better not lose that piece of paper…

https://t.co/w0zmiXmXh9",,Twitter Web App
Left Against Lockdowns,,The right doesn’t own lockdown criticism and pro-lockdowners don’t own the left. #EndTheLockdowns,False,2021-08-17 02:55:15,@jdtitan @MMorrisPgh @TheEliKlein @joerogan The NYC vaccine passport (which is required to go into basically any public space) requires a smartphone + ID. Are poor (even vaccinated) ppl just supposed to stay home if they don’t have one or the other?,,Twitter Web App
cait,,All politicians are corrupt. 🗿,False,2021-08-17 02:55:09,@sleepfreeparent @Fiorella_im A drivers license is not the same as a vaccine passport,,Twitter for iPad
151 Black Widow 🩸🦷,United States,"Independent thinker, what U see is what U get. I want to Spread Humanity. I have no time/energy to waste on ugly souls. Forever a Warren Democrat She/Her",False,2021-08-17 02:54:51,"@ECMcLaughlin I’m ready for a mandate &amp; vaccine passport to do anything. We have seat belt laws, we have speed limits, we have stop signs all that save lives. I’m sick of pussyfooting around this pandemic. All countries need to ban together to get this done IMHO.",,Twitter for iPhone
IndyJoy,,,False,2021-08-17 02:53:58,"@MelbMan99 @TheAviator1992 The whole of Europe is on holiday because they have high vaccination rates. Scott morrison f***ed that up for us, so this is what we are left with.
And I think in some European locations, travel requires a vaccine passport,  not sure though",,Twitter Web App
Sherls Wechsler,,,False,2021-08-17 02:50:30,"@DavidLettuce @lvrx___ @NYCMayor Yeah David, was their a mandate on four year old kids  to get vaccinated? Were they not allowed to be indoor dining resturants? Did they have vaccine passport?  What a foolish thing to say.... our freedom is being taken away by the mayor and goverment! Even if pp took the vaccine",,Twitter for Android
lil bub,Montreal,who am i,False,2021-08-17 02:49:38,Anti-vaxxers commenting 👏 I know where I’m getting my coffee from on businesses IGs who are ignoring the vaccine passport are making me die - like yeah that’s the only place you’ll be able to get in 😭,,Twitter for iPhone
Michael,Rev 13,"(Almost former) attorney, Trad Cat, failing at the Unitive Way. I’ll do whatever He tells me. Trying to comment much less. Liked prayer requests = prayers",False,2021-08-17 02:47:52,"Would you accept a vaccine passport with a digital voter ID rolled into it, if Trump believed it would avoid election fraud and ensure that he would get re-elected? 

Please retweet this poll for a larger sample.",,Twitter for iPhone
ROYA💧 color me corona #quarantine+vaccine 4 ever?,Covid 19 home arrest fev 2020 ,"🌸Yesterday I was clever,so I wanted 2 change the world. Today I am wise,so I am changing myself.'Rumi🌸
by the way me""dyslexia""dont try2 correct me #hopeless🙄",False,2021-08-17 02:44:27,"@nytimes #GovCoumo the police department workers need more mandatory vaccine than any outer citizen 
they are in contact direct with peoples and they should check for mandatory vaccine passport coming in fall for everyone
#MandatoryVaccination4NYpolice",['GovCoumo'],Twitter Web App
CC ❤🇺🇸❤ 🌊😷,N.Y. U.S.A. ,"People & Animal Rights #Democrat 🌊 #FAM46 #FullyVaxxedAndOftenMasked

❤️🇫🇷❤️ ""Plus l'offenseur m'est cher, plus je ressens l'injure.""- Racine",False,2021-08-17 02:40:46,The U.S. has had a 'vaccine passport' system before—and it worked https://t.co/xLqDjAJnIx @FoxNews @GOP,,Twitter Web App
Richard,"Unterfranken, Deutschland",🏳️‍🌈✡️ RAAF brat 🇩🇰 🇵🇱 Double dosed with AZ 💉 💉,False,2021-08-17 02:40:16,@JuliaIrwinator @tickerNEWSco @PatMcGorry @orygen_aus @UniMelb Denmark have given all freedoms back. Germany have a vaccine passport in place and have done so since they were at around 30%,,Twitter for iPhone
🍂 Sam🌱,,"Just show me the evidence, please.",False,2021-08-17 02:39:32,"Finally, answers. ""Mucosal immunity"" is achieved through natural infection but not through vaccination. This is how the vaccinated spread Covid. 

Why are we just now learning this? 🧐

Follow Your Nose to Herd Immunity by  Michael Segal  https://t.co/BPyVgjlZ7d via @WSJOpinion",,Twitter Web App
JL,Earth,#bitcoin,False,2021-08-17 02:38:05,"@katie82882814 @TheEliKlein Montreal is doing exactly like NYC. Now get this, employees at a restaurant can be unvaccinated to work there. They finish their shift, but can’t eat at the same location unless they show their vaccine passport. You can’t make this shit up. It’s the science everyone.",,Twitter for iPad
Commissioner Miner,,Official fake account of the CRTC Data Mining and Profiling Commissioner.,False,2021-08-17 02:38:03,"I guess the above covid passport privacy policy should be read next to the ""Joint Statement by Federal, Provincial and Territorial Privacy Commissioners"" on the Privacy and COVID-19 Vaccine Passports.
https://t.co/nM5cqiQRYj",,Twitter Web App
Akinola 💙,❤#ENDSARS❤,Visual Artist | Director | Writer Debut Short - “LIZARD” 🏆🦎LIZARD🦎🏆 🏆 BAFTA NOMINATED Sundance 2021 GRAND JURY WINNER,False,2021-08-17 02:37:18,@shaunrroberts paris - it’s so strict here you can’t even sit outside a bar and have a cup of tea  if your vaccine passport isn’t approved by said country,,Twitter for iPhone
Commissioner Miner,,Official fake account of the CRTC Data Mining and Profiling Commissioner.,False,2021-08-17 02:34:11,".@AnnCavoukian Couple of days ago you were speaking of the Quebec covid passport, and I said I couldn't recall the name of the company... This is it &amp; their privacy policy:
https://t.co/mnEtrlcklC",,Twitter Web App
Scott Kimler 🇨🇦 🇺🇸,"Vancouver Island, Canada","Retired geophysicist, web-developer, retired firefighter, at-home dad, adventurer, blogger, trustee - UC Davis Aggie, Penn Stater & all-round good guy. #bitcoin",False,2021-08-17 02:32:36,"@k9icu @Elliot_43 That's funny (funny peculiar, not funny ha-ha). It's as if our PHO wants students of BC to get COVID &amp; pass it around in their communities. Weird, eh? #fireBonnie. Time for a new PHO.",,Twitter Web App
Anthony,,,False,2021-08-17 02:30:53,"@thevivafrei btw your last viva family video:
""Montreal's Anti-Vaccine Passport were Massive""
Your typo powers removed a whole important word 😅",,Twitter for Android
Kees Moss,,"I love God, my country, my history, culture, family en my parents traditions. love close protected borders. So I must be extremely right wing or fascist.",False,2021-08-17 02:30:12,Several people came to protest the covid passport in France is it not CNN? https://t.co/TaK6ZLKvsa,,Twitter for Android
Tuck Douglas,Michigan,"🇺🇸In 1635 my ancestors arrived in Jamestown fr London. 1941-1945 my extended family on Crete survived the Nazi invasion. Patriot  #MAGA 45, God Bless America!",False,2021-08-17 02:28:42,"Hey! You in the back - Plot Spoiler
 Your Vaccine Passport is The Yellow Star!!! https://t.co/ofPxWo5a4u",,Twitter Web App
Commissioner Miner,,Official fake account of the CRTC Data Mining and Profiling Commissioner.,False,2021-08-17 02:28:28,".@IGrudco/@Water_Steve would either of you recall the name or link of the QC vaccine passport app developer?
Merci either way. :)",,Twitter Web App
Fran Zwink,,"World Traveler, now grounded",False,2021-08-17 02:26:51,"@Matthew_4_Trump If anyone asks for a Covid passport, just say non comprende, you won’t need a WuhanVirus passport.",,Twitter for iPad
Lily,United States,,False,2021-08-17 02:25:36,"This is the ""Vaccine Passport""!  It makes people bad for exercising their right to NOT have experimental drugs injected into their bodies.  Just like women who want abortions, ... WE HAVE A RIGHT over our OWN bodies to REFUSE EXPERIMENTAL DRUGS . https://t.co/o6ht3Xvfqr",,Twitter Web App
chris lodholtz,"Michigan, USA",,False,2021-08-17 02:23:34,@youngbiafra @adamhousley Did they have to show their vaccine passport?,,Twitter for iPhone
